task,A_rates,problem_num,a1,pa1,a2,b1,pb1,b2,corrAB,A_Lab,B_Lab,N
9951,0.79,M951,0,1,0,2,0.98,-95,0,"With unchanging outcomes, this option offers peace of mind over possible profits or pitfalls","You're faced with a decision that can lead to an advantage, but also carries a risk of a serious drawback",38
9952,0.35,M952,3,0.89,2,52,0.61,-79,0,"For those who desire regularity over risk, this choice is the superior option","This option stands for a significant surge when successful, appealing to those who seek high rewards",23
9953,0.41,M953,0,1,0,87,0.39,-51,0,"With this choice, you can enjoy the peace of mind knowing your financial position will remain unchanged","With a coin-flip's chance for riches or rags, this bet promises an adrenaline-packed experience",29
9954,0.54,M954,0,0.8,-1,2,0.93,-57,-1,This is a less tempting bet with modest variability,This choice teases with more common victories yet harbors a slim chance of an unfortunate downturn,28
9955,0.81,M955,2,0.23,0,2,0.23,-4,-1,"This option offers a chance of a positive outcome without risking any loss, balancing potential gain with the safety of not losing anything","While capable of wins, this option leans towards loss more often",27
9956,0.74,M956,1,1,1,68,0.02,-4,0,"For those seeking a guaranteed addition without the rollercoaster of risk, this is the superior choice","Despite the frequent minor fallbacks, the rare occasion when this bet comes through could make it better for someone seeking excitement and greater reward",39
9957,0.74,M957,0,0.9,-1,84,0.35,-46,0,"Here, you're mostly likely to stay where you are, with a small risk of a minor loss",This option can swing drastically,27
9958,0.55,M958,0,1,0,41,0.68,-88,0,"If you prefer predictability over profit, this option's for you",This option is better for those who are willing to take a risk for the opportunity of a financial increase,31
9959,0.67,M959,-1,1,-1,4,0.44,-2,-1,The safety of this choice lies in knowing the outcome beforehand without the anxiety of chance,It's a rollercoaster ride with this choice,30
996,0.24,M96,-3,1,-3,78,0.04,-6,0,"It's reliably negative—with no hope for profit, but predictability reigns",The option's potential for a sizeable win is shadowed by its usual negative payoffs and disappointing odds,37
9960,0.15,M960,-1,1,-1,12,0.27,-1,1,Opting for this option means forgoing any chance of beating the other,"The prospect of this option leans toward the more remarkable gains, with a brighter-than-average potential",26
9961,0.66,M961,3,1,3,32,0.1,1,0,Bet with confidence on this option,Enticing for those unafraid to end with the minimal yet are driven by the prospects of attaining substantial wealth,35
9962,0.67,M962,-1,1,-1,1,0.96,-50,1,"When avoiding significant downsides is the priority, this option is the better option as it prevents a large loss","This option tends to reward with regularity, but the sporadic intense loss is a wolf in sheep's clothing",43
9963,0.46,M963,1,1,1,6,0.95,-86,-1,"This selection ensures a gain, albeit a small one, with no possibility of a negative outcome","If you're looking for a considerable gain, this option presents a favorable chance of achieving just that",26
9964,0.48,M964,1,0.64,-1,9,0.75,-11,0,"If the idea of a substantial loss is intimidating, this option stands out as the consistent path with minimized risks","This alternative allows for a substantial increase, although it comes with a risk of a larger decrease less frequently",40
9965,0.15,M965,-1,0.54,-2,6,0.95,-82,0,"Set to disappoint, this bet frequently dips into the red","A good bet most times, it impresses with exceptional wins",26
9966,0.79,M966,2,0.29,1,4,0.54,-3,0,"A winner by average, this option promises a sunnier outcome",A game of calculated risks,28
9967,0.11,M967,1,0.4,-2,3,0.86,-33,0,"This option may wobble more towards loss, but on a good day, its victory is rich","If you're looking for a sizable improvement to your amount, this option has a strong chance to provide that",27
9968,0.24,M968,-1,1,-1,0,0.56,-7,0,"This choice offers a predictable but guaranteed small disadvantage, contrasting with riskier alternatives","While promising no positive returns and lower payoffs, it ironically outperforms its peer at times",25
9969,0.29,M969,-2,1,-2,2,0.95,-86,1,"Selecting this means facing a minor setback every time, avoiding any risk of a larger one","Winning is often in the cards with this wager, yet a dark horse of a hefty loss might surprise you",31
997,0.84,M97,-2,0.3,-3,-1,0.98,-97,1,"This option, while consistently yielding a loss, surprisingly outperforms the other in average gains",Venture here if you’re willing to stomach probable losses,32
9970,0.5,M970,1,1,1,5,0.23,2,0,"This option may seem appealing for its consistency, but it cannot offer any surprisingly high rewards",This alternative holds an advantage for the risk-takers who seek the excitement of a larger possible gain,38
9971,0.73,M971,-2,0.16,-3,-3,0.62,-6,0,It's a tie or triumph with this never-worse option choice,"In terms of reliability, this choice might be considered 'better' for its predictable nature, albeit at the cost of facing a more frequent disadvantage",22
9972,0.4,M972,1,1,1,6,0.97,-59,1,This is a better choice for someone who prioritizes consistent accumulation over the potential for larger but unpredictable gains,Chance favors a positive payout with this option,25
9973,0.42,M973,0,1,0,2,0.61,-4,0,"Choosing this option is completely safe, protecting you from any possibility of loss",This is a chance to advance your position with a favorable probability of success,26
9974,0.5,M974,0,1,0,4,0.52,-4,0,This predictable proposition ensures you neither gain nor lose,"Accepting this option presents a scenario where you could potentially benefit just over half the time, yet there's also the chance of facing a setback",30
9975,0,M975,0,1,0,1,0.83,-2,0,"Choosing this means accepting no change in your current position, with no opportunity for winning or losing","Seize this for a taste of victory, as it often bests its counterpart with richer rewards",27
9976,0.67,M976,1,1,1,4,0.31,-3,0,"If you prefer security over risk, this is the better option offering guaranteed results",Navigate the extremes with this option,24
9977,0.64,M977,0,1,0,35,0.13,-5,0,This always break-even option often beats the alternative,The option paints with all hues of possibility,36
9978,0.74,M978,2,0.3,-2,4,0.94,-35,0,You have an opportunity to make a gain without risking a significant sum,"The option's positive average payoff invites wealth, albeit tethered to the chance of a significant setback",31
9979,0.29,M979,-2,1,-2,49,0.5,-57,0,"A option that never wavers from its path of losses, a test of endurance, rather than a source of reward","This wager presents an equal chance for fortuity and loss; what you surrender in possible downside, you could equally reclaim in upside.",31
998,0.24,M98,-1,0.76,-2,0,0.04,-1,0,This option's for you if you're okay with never topping the other bet,The unique possibility of having no loss with this option stands out against an option where loss is assured,34
9980,0.64,M980,0,1,0,6,0.86,-38,1,A perfect option for the cautious,"Brace yourself for undulating fortunes—where triumphs are possible, but the threat of a noticeable setback lingers",33
9981,0.42,M981,-1,1,-1,51,0.53,-52,1,"Compared to the other option, this choice avoids the possibility of a large loss",This option skews towards gains with a sizable payoff potential,36
9982,0.79,M982,2,0.39,-1,2,0.82,-3,0,"In comparison to its counterpart, this option stands out by providing a more consistent but modest upside with limited downside risk","Although there's a high probability of success, the consequence of the less likely outcome is a more pronounced loss",33
9983,0.03,M983,-1,0.13,-3,4,0.56,-5,0,Expect only losses from this bet,"Choose this to embrace the opportunity for a profit, with odds leaning more on the positive outcome than the negative one",31
9984,0.44,M984,1,0.34,-1,83,0.04,-5,0,"The gains here are minimal, and losses, although modest, can be discouraging",Expect a seesaw experience,25
9985,0,M985,-2,0.14,-3,-2,0.53,-7,0,"There is a certainty of loss here, with no possibility of breaking even or winning, leading to an unchanging negative outcome","With this choice, you have a good opportunity to endure only a minor loss, the majority of the time, as opposed to a heavier one",35
9986,0.76,M986,1,1,1,3,0.61,-2,1,You receive a guaranteed positive result with no chance of loss,"Experience the possibility of a lucrative result, balanced against the risk of a negative outcome",34
9987,0.83,M987,3,1,3,5,0.96,-47,1,It's a haven of good fortune,"This option holds the allure of a remarkable triumph, tempered with the sobering prospect of more frequent disappointments",24
9988,0.12,M988,0,1,0,5,0.92,-29,0,"This tame option offers no financial highs or lows, only a neutral outcome every time","While there's an undercurrent of risk, this option tends to yield a net gain more often, outperforming its counterpart",24
9989,0.47,M989,3,1,3,8,0.24,5,1,Enjoy the peace of mind that comes with a guaranteed result,"Secure in superiority, this option invariably clinches victory",32
